date,line_id,pressure_inlet_bar,pressure_outlet_bar,temp_process_c,wall_temp_c,ambient_temp_c,flow_rate_m3h,vibration_mm_s,h2s_ppm_an1,h2s_ppm_an2,arab_heavy_fraction,vapor_fraction,dew_point_c,delta_T_dew,sensor_status
2018-04-03,L-03,5.266,4.855,178.87,172.57,17.56,27.35,1.89,2873.5,2771.2,0.3518,0.6444,128.3,44.27,0
2018-04-04,L-03,7.395,6.96,174.21,169.38,18.96,28.52,2.225,3098.8,3128.1,0.3264,0.4162,120.61,48.77,0
2018-04-05,L-03,4.529,4.287,178.5,175.07,21.4,26.47,2.108,2601.0,2630.7,0.3489,0.6281,135.01,40.07,0
2018-04-06,L-03,6.021,5.759,184.39,178.12,19.58,29.93,2.089,2567.1,2479.9,0.3207,0.5298,132.97,45.15,0
2018-04-07,L-03,5.809,5.906,181.72,178.03,18.53,28.33,2.076,2422.7,2287.5,0.3345,0.5398,138.49,39.54,0
2018-04-08,L-03,7.725,7.626,179.98,177.2,22.69,27.84,2.154,3135.6,3130.0,0.3245,0.7922,128.37,48.83,1
2018-04-09,L-03,5.774,6.081,181.56,176.27,21.04,29.75,2.219,2420.7,2477.3,0.3455,1.7441950516413662,132.88,43.38,0
2018-04-10,L-03,5.154,4.987,185.29,180.08,19.43,24.14,2.045,2530.6,2554.6,0.3605,0.616,133.23,46.85,0
2018-04-11,L-03,4.91,4.887,177.1,173.89,20.35,26.23,1.938,2798.8,2775.1,0.3225,0.9883,130.43,43.45,0
2018-04-12,L-03,5.519,5.292,183.14,179.34,21.63,27.75,2.278,2936.8,2915.3,0.3595,0.5199,138.63,40.71,0
2018-04-13,L-03,5.826,5.721,176.68,168.89,22.16,26.32,2.139,2464.7,2463.5,0.3378,0.6918,128.65,40.24,0
2018-04-14,L-03,6.142,5.558,172.16,165.77,18.61,,2.145,2554.2,2686.8,0.3074,0.5684,121.8,43.97,0
2018-04-15,L-03,5.975,5.901,179.74,173.54,21.22,25.39,1.839,2548.0,2596.8,0.3651,0.548,126.51,47.03,0
2018-04-16,L-03,5.801,5.412,180.18,172.27,23.47,27.99,2.127,2208.8,2169.6,0.3576,0.5559,141.02,31.26,0
2018-04-17,L-03,6.18,5.975,180.7,172.5,18.38,28.58,1.902,2749.5,2774.8,0.3423,0.691,134.81,37.7,0
2018-04-18,L-03,4.543,4.406,181.48,178.07,20.37,33.16,2.07,2437.5,2444.8,0.3672,0.545,135.93,42.14,0
2018-04-19,L-03,4.308,,183.66,176.1,20.46,30.42,2.17,2490.2,2460.3,0.3918,0.7623,135.55,40.55,0
2018-04-20,L-03,6.821,6.792,179.19,173.66,19.14,25.53,2.132,2739.3,2761.4,0.3522,0.8199,125.69,47.98,0
2018-04-21,L-03,4.288,4.171,177.1,172.99,17.62,30.77,2.171,2647.8,2559.4,0.3735,0.7454,131.37,41.62,0
2018-04-22,L-03,5.609,5.294,185.52,180.2,17.55,28.11,2.046,3177.1,3135.4,0.3173,0.6886,135.26,44.93,0
2018-04-23,L-03,5.216,4.807,186.15,180.09,18.84,27.67,2.009,3192.6,3154.6,0.358,0.5779,138.3,41.79,0
2018-04-24,L-03,6.943,6.912,182.41,179.31,17.54,26.48,2.065,3066.5,3038.5,0.3593,0.64,135.14,44.17,0
2018-04-25,L-03,7.57,7.311,183.27,175.84,16.29,24.44,2.097,3256.5,3163.3,0.359,0.7232,130.59,45.25,0
2018-04-26,L-03,6.037,5.565,185.13,180.16,16.54,28.02,2.042,3112.3,3075.4,0.3218,0.7097,129.97,50.19,0
2018-04-27,L-03,5.426,5.107,185.13,178.69,17.89,25.11,2.09,2091.7,2106.4,0.3389,0.6242,146.42,32.27,0
2018-04-28,L-03,5.533,5.393,177.36,172.93,18.49,27.34,2.101,2786.0,2779.5,0.3563,0.6772,127.84,45.09,0
2018-04-29,L-03,6.043,5.611,180.73,177.88,17.59,30.6,2.126,2712.8,2746.3,0.3485,0.543,135.61,42.27,0
2018-04-30,L-03,6.844,6.28,175.7,170.38,16.86,30.31,2.316,2693.0,2643.1,0.343,0.4854,123.5,46.88,0
2018-05-01,L-03,9.12,8.517,182.45,174.14,20.55,27.45,2.003,2458.6,2500.6,0.3631,0.7394,134.87,39.27,0
2018-05-02,L-03,4.735,4.659,183.56,176.35,16.28,30.24,2.17,2043.2,2060.1,0.3362,0.688,142.36,33.99,0
2018-05-03,L-03,5.778,5.901,176.62,169.24,18.41,28.61,2.103,2416.3,2356.7,0.342,0.5689,129.07,40.17,0
2018-05-04,L-03,5.758,5.423,183.7,178.57,20.64,31.36,2.283,2407.9,2332.3,0.3614,0.6182,131.98,46.58,0
2018-05-05,L-03,5.298,5.055,184.68,178.38,18.43,25.35,2.014,2791.0,2946.2,0.3727,0.5906,131.36,47.03,0
2018-05-06,L-03,5.333,5.305,186.56,178.97,22.54,27.72,2.077,2513.1,2465.6,0.3559,0.691,140.42,38.54,0
2018-05-07,L-03,5.832,5.373,180.75,174.6,18.91,26.92,2.064,2966.2,2989.1,0.3822,0.6014,135.37,39.23,0
2018-05-08,L-03,5.791,5.987,182.93,176.63,17.33,28.91,1.895,3122.6,3198.6,0.3815,0.718,135.55,41.07,0
2018-05-09,L-03,6.479,5.889,185.84,176.99,16.74,28.77,2.1,2337.2,2350.5,0.3855,0.7363,139.51,37.48,0
2018-05-10,L-03,6.541,5.841,177.04,170.09,18.96,27.98,2.112,2269.7,2384.4,0.3298,0.6498,133.73,36.36,0
2018-05-11,L-03,4.594,4.297,180.65,176.41,18.65,33.01,2.037,2764.4,2766.7,0.3481,0.7822,130.06,46.35,0
2018-05-12,L-03,4.812,5.105,176.58,172.95,18.32,25.41,1.891,2782.7,2721.1,0.3527,0.5602,133.14,39.82,0
2018-05-13,L-03,6.667,6.041,181.21,177.85,15.84,26.06,2.189,2592.9,2556.3,0.3299,0.5079,133.04,44.8,0
2018-05-14,L-03,7.058,6.708,180.21,172.42,16.46,30.16,2.272,2209.9,2107.4,0.346,0.5896,139.97,32.44,0
2018-05-15,L-03,6.144,6.04,178.72,170.52,14.11,28.85,2.225,2691.1,2698.3,0.3362,0.645,134.75,35.78,0
2018-05-16,L-03,5.597,4.959,183.08,177.43,16.57,26.07,2.103,2510.2,2447.2,0.307,0.6968,141.69,35.74,0
2018-05-17,L-03,6.223,5.773,178.21,174.29,17.33,30.92,2.086,2788.1,2619.0,0.3288,0.616,127.39,46.9,0
2018-05-18,L-03,5.959,5.828,179.43,174.02,15.14,28.1,2.223,2484.2,2526.7,0.3505,0.6586,129.42,44.6,0
2018-05-19,L-03,4.777,4.564,184.69,175.61,15.57,28.13,2.222,2811.9,2770.8,0.384,0.6557,134.28,41.33,0
2018-05-20,L-03,5.533,5.441,187.79,178.8,15.57,26.67,2.119,2816.1,2874.5,0.3238,0.6146,139.62,39.18,0
2018-05-21,L-03,6.117,5.62,185.69,180.83,16.71,28.99,2.108,2391.2,2438.0,0.3747,0.5767,138.37,42.46,0
2018-05-22,L-03,6.564,6.26,181.54,173.27,13.54,25.35,2.165,2789.9,2688.4,0.35,0.6011,125.4,47.88,0
2018-05-23,L-03,7.176,6.802,183.14,175.31,14.58,26.21,2.119,2730.9,2707.5,0.3473,0.5198,137.78,37.53,0
2018-05-24,L-03,7.491,7.133,181.55,176.5,12.97,29.96,2.234,2511.8,2612.8,0.3332,0.6589,135.94,40.56,0
2018-05-25,L-03,4.283,4.166,173.38,167.74,14.81,22.12,2.157,2912.3,2915.9,0.3411,0.4807,125.26,42.48,0
2018-05-26,L-03,5.518,5.322,174.75,168.91,15.87,26.66,2.171,2168.4,2169.2,0.3449,0.7834,135.21,33.7,0
2018-05-27,L-03,7.104,6.919,179.36,172.86,16.1,29.27,2.167,2389.1,2387.6,0.3646,0.7222,134.73,38.13,0
2018-05-28,L-03,6.627,6.373,187.02,180.8,16.12,31.24,2.091,2910.7,2951.6,0.3469,0.7289,133.04,47.77,0
2018-05-29,L-03,6.662,6.028,176.07,170.22,13.79,28.35,2.281,2619.7,2702.4,0.3858,0.3992,126.62,43.6,0
2018-05-30,L-03,5.2,4.971,182.74,175.11,16.6,29.84,2.092,2501.6,2481.0,0.3268,0.7126,140.19,34.92,0
2018-05-31,L-03,5.283,4.904,175.76,167.56,18.09,29.4,2.082,2439.6,2546.2,0.3793,0.6283,130.76,36.79,0
2018-06-01,L-03,6.465,6.242,183.26,175.08,13.72,26.43,2.075,2291.6,2354.8,0.3357,0.712,138.76,36.32,0
2018-06-02,L-03,5.561,4.915,181.97,177.84,14.22,27.12,2.279,2927.6,2922.2,0.3377,0.7432,135.48,42.36,0
2018-06-03,L-03,4.961,4.756,175.53,166.73,13.34,28.22,1.933,2587.4,2554.2,0.3583,0.4821,126.55,40.18,0
2018-06-04,L-03,5.76,5.507,180.3,171.37,12.95,32.44,2.039,2549.4,2385.4,0.3266,0.6646,137.43,33.94,0
2018-06-05,L-03,5.862,5.279,182.12,177.34,12.19,28.86,2.172,2851.6,3016.8,0.3815,0.6163,132.31,45.03,0
2018-06-06,L-03,6.878,6.124,180.57,175.9,14.31,27.7,2.136,2835.3,2763.1,0.3477,0.665,126.18,49.72,0
2018-06-07,L-03,6.092,5.793,183.88,175.75,15.41,25.0,2.125,2588.0,2576.2,0.3524,0.5643,135.59,40.16,0
2018-06-08,L-03,7.551,7.15,182.15,177.13,10.31,27.1,2.144,3248.3,3080.0,0.3506,0.7276,125.42,51.71,0
2018-06-09,L-03,4.768,4.76,186.05,180.14,13.91,27.14,2.215,2096.7,2134.4,0.3691,0.7063,142.88,37.27,0
2018-06-10,L-03,5.751,5.637,185.06,177.76,10.88,29.47,2.124,2991.6,2905.8,0.3337,0.7171,137.56,40.21,0
2018-06-11,L-03,6.482,5.967,181.2,174.2,13.12,26.67,2.119,2655.0,2830.3,0.3259,0.5334,135.34,38.86,0
2018-06-12,L-03,6.296,6.187,182.28,173.33,12.85,28.19,2.234,2718.0,2587.0,0.3538,0.6683,128.25,45.09,0
2018-06-13,L-03,6.058,5.957,178.58,172.57,12.94,28.42,2.124,2119.6,2182.0,0.3474,0.5633,135.37,37.2,0
2018-06-14,L-03,4.119,4.123,180.72,174.64,12.36,28.43,2.174,2199.1,2177.3,0.3419,0.4472,137.81,36.83,0
2018-06-15,L-03,3.786,3.949,181.55,176.13,10.97,26.56,1.841,2478.2,2489.4,0.3689,0.631,128.98,47.15,0
2018-06-16,L-03,4.928,4.476,177.22,173.27,11.05,26.81,2.057,2606.0,2564.9,0.3429,0.7668,129.19,44.07,0
2018-06-17,L-03,6.253,6.064,184.42,180.9,13.9,28.72,2.031,2582.1,2691.8,0.3221,0.5842,138.82,42.08,0
2018-06-18,L-03,4.024,3.832,177.66,173.69,11.21,26.66,2.027,2428.2,2428.3,0.4097,0.5855,130.77,42.93,0
2018-06-19,L-03,6.24,6.032,180.0,173.42,12.0,24.14,2.065,2302.0,2420.1,0.3351,0.5391,135.45,37.97,0
2018-06-20,L-03,5.511,5.299,178.23,169.3,10.02,28.42,2.063,2532.5,2535.5,0.3622,0.8001,127.16,42.14,0
2018-06-21,L-03,5.481,5.336,183.94,174.96,10.32,23.62,2.189,1925.5,1933.6,0.3475,0.7518,140.72,34.24,0
2018-06-22,L-03,7.634,7.067,173.91,167.25,12.27,27.64,2.025,3104.8,3120.8,0.2999,0.6505,126.2,41.05,0
2018-06-23,L-03,7.463,7.333,174.27,167.33,8.12,25.6,2.195,2412.1,2439.2,0.3344,0.5458,129.05,38.28,0
2018-06-24,L-03,5.181,4.958,176.69,168.98,9.8,27.36,2.177,2230.6,2112.7,0.3459,0.5237,136.43,32.55,0
2018-06-25,L-03,6.594,6.307,177.47,170.59,9.23,31.82,1.995,2244.8,2364.8,0.2991,0.6277,132.24,38.35,0
2018-06-26,L-03,13.335206686642412,5.644,179.0,169.75,11.77,29.36,1.956,2126.3,2015.8,0.328,0.7777,134.71,35.04,0
2018-06-27,L-03,6.455,6.289,174.36,167.35,12.47,26.69,2.071,2735.8,2711.9,0.3375,0.5856,123.66,43.69,0
2018-06-28,L-03,5.759,5.332,179.73,171.34,10.4,24.99,2.216,2564.5,2578.7,0.3435,0.5604,129.16,42.18,0
2018-06-29,L-03,4.403,4.183,174.34,166.31,11.62,23.75,2.131,2402.1,2446.7,0.3755,0.7135,128.31,38.0,0
2018-06-30,L-03,5.676,5.635,179.37,171.25,6.54,24.95,2.282,2422.7,2387.3,0.3451,1.2067235934730098,132.52,38.73,0
2018-07-01,L-03,6.525,6.398,183.08,178.57,2.91,25.93,1.958,2308.4,2252.9,0.3382,0.7186,136.96,41.61,0
2018-07-02,L-03,5.408,5.34,181.94,175.41,8.97,25.24,1.973,1824.8,1850.3,0.368,0.828,139.6,35.81,0
2018-07-03,L-03,6.208,6.335,177.74,173.65,9.51,28.9,1.987,2668.2,2621.4,0.3329,0.6766,124.94,48.72,0
2018-07-04,L-03,6.967,6.612,176.84,167.67,6.99,27.76,2.171,2420.7,2507.6,0.3859,0.6757,129.95,37.72,0
2018-07-05,L-03,6.796,6.397,187.99,179.8,6.35,31.51,2.168,2565.5,2536.4,0.3351,0.692,136.9,42.9,0
2018-07-06,L-03,6.218,5.962,181.43,174.67,7.97,25.58,2.15,2675.3,2574.1,0.3421,0.7074,129.27,45.4,0
2018-07-07,L-03,4.928,4.111,181.32,172.21,9.88,27.17,2.129,2711.9,2659.8,0.3452,0.5907,134.72,37.48,0
2018-07-08,L-03,4.138,3.624,182.59,177.33,7.54,24.05,2.249,2432.5,2404.5,0.3622,0.6514,138.83,38.5,0
2018-07-09,L-03,6.276,6.433,181.07,175.96,8.57,28.09,2.097,2428.3,2525.3,0.3674,0.7484,131.57,44.39,0
2018-07-10,L-03,6.161,6.177,181.07,175.05,8.25,23.7,2.215,2740.5,2837.6,0.3563,0.9006,132.53,42.52,0
2018-07-11,L-03,5.787,5.64,180.37,173.97,7.35,25.42,2.328,2392.4,2399.7,0.3393,0.5956,135.04,38.93,0
2018-07-12,L-03,6.175,5.575,180.28,172.03,8.45,27.8,2.034,2789.8,2935.8,0.3264,0.7677,133.47,38.56,0
2018-07-13,L-03,5.972,5.455,178.19,173.75,4.65,21.19,2.054,2699.9,2525.4,0.357,0.6695,127.82,45.94,0
2018-07-14,L-03,5.968,5.644,178.94,172.5,4.49,26.39,1.909,2234.9,2201.5,0.3608,0.5402,132.26,40.23,0
2018-07-15,L-03,5.968,6.0,184.57,180.28,4.34,26.81,2.169,2193.5,2255.4,0.3677,0.863,143.2,37.08,0
2018-07-16,L-03,6.542,6.231,182.23,177.54,5.8,29.85,2.068,2081.2,1990.1,0.3234,0.7226,139.55,37.99,0
2018-07-17,L-03,5.76,5.786,176.4,171.47,7.7,29.17,2.092,2640.9,2599.3,0.3506,0.4492,126.91,44.57,0
2018-07-18,L-03,5.744,5.55,182.55,177.94,6.24,27.85,2.302,1602.1,1588.4,0.3253,0.5949,140.11,37.83,0
2018-07-19,L-03,5.695,5.477,179.07,,-0.4,26.19,2.163,1598.2,1591.9,0.3529,0.7522,138.5,35.2,0
2018-07-20,L-03,5.821,5.668,176.76,169.96,10.52,27.33,3.8909046547579362,2474.6,2557.4,0.3386,0.6425,127.13,42.83,0
2018-07-21,L-03,4.066,3.899,180.83,174.55,5.24,29.48,2.062,1938.2,1883.3,0.3361,0.5978,140.47,34.08,0
2018-07-22,L-03,6.684,6.43,176.41,171.65,6.63,28.62,2.028,2067.0,2196.8,0.3762,0.5292,134.37,37.28,0
2018-07-23,L-03,5.513,5.307,176.26,172.78,4.88,31.05,2.139,2409.6,2380.1,0.3725,0.4051,131.0,41.78,0
2018-07-24,L-03,4.918,4.602,183.94,175.88,1.11,27.89,2.119,1931.4,1923.8,0.3542,0.5846,143.29,32.59,0
2018-07-25,L-03,7.226,6.533,175.2,171.77,4.7,28.41,2.232,1983.3,2010.3,0.3382,0.5929,136.59,35.18,0
2018-07-26,L-03,5.639,5.329,180.2,175.49,1.07,25.36,2.136,2809.5,2748.9,0.3645,0.6495,130.97,44.52,0
2018-07-27,L-03,4.945,4.683,182.61,177.14,3.94,27.35,2.076,2462.2,2450.7,0.368,0.612,133.18,43.96,0
2018-07-28,L-03,6.464,6.181,176.68,168.56,4.04,28.29,,2607.6,2692.3,0.3496,0.7321,131.18,37.39,0
2018-07-29,L-03,5.742,5.374,183.44,178.07,4.88,27.73,1.995,2171.2,2127.8,0.3662,0.4562,143.68,34.39,0
2018-07-30,L-03,5.551,5.524,181.79,174.89,1.91,31.87,2.058,2841.6,2736.8,0.3503,0.5765,134.28,40.61,0
2018-07-31,L-03,6.738,6.269,191.69,187.33,-2.3,25.02,2.111,1480.6,1477.6,0.3393,0.5194,156.02,31.31,0
2018-08-01,L-03,6.597,6.305,180.22,174.6,1.87,27.14,2.256,1876.5,1792.9,0.356,0.5331,135.52,39.08,0
2018-08-02,L-03,4.828,4.616,186.3,177.8,3.46,31.52,2.188,1844.0,1931.3,0.3277,0.6761,142.0,35.8,0
2018-08-03,L-03,5.91,5.518,175.55,170.9,2.07,29.55,2.126,2061.6,2092.7,0.3308,0.5192,133.23,37.67,0
2018-08-04,L-03,4.771,4.404,177.04,173.05,1.72,,2.151,2663.8,2661.1,0.3177,0.7384,127.69,45.36,0
2018-08-05,L-03,5.173,5.26,179.8,172.71,0.87,25.11,2.218,2875.2,2891.3,0.3806,0.6532,128.22,44.49,0
2018-08-06,L-03,4.978,4.858,173.92,166.2,3.02,28.38,2.095,,2339.8,0.3394,0.6602,129.39,36.81,0
2018-08-07,L-03,6.91,6.45,174.17,170.73,4.27,27.47,2.195,2465.6,2488.4,0.3763,0.7986,124.9,45.83,0
2018-08-08,L-03,4.957,4.702,182.35,173.91,0.79,30.42,2.061,1635.4,1616.4,0.3112,0.5865,141.31,32.6,0
2018-08-09,L-03,6.332,6.092,178.08,174.03,2.54,28.21,2.133,2438.2,2434.5,0.3998,0.488,129.02,45.01,0
2018-08-10,L-03,5.248,5.442,177.56,172.67,2.7,31.5,2.21,2117.1,2135.0,0.3456,0.5201,133.11,39.56,0
2018-08-11,L-03,4.323,4.159,176.61,169.31,-0.96,32.42,2.202,1993.4,2124.1,0.3558,0.6548,139.14,30.17,0
2018-08-12,L-03,5.069,4.79,176.9,169.29,-1.29,28.7,1.926,2185.3,2155.2,0.3257,0.6738,133.24,36.05,0
2018-08-13,L-03,4.984,4.289,169.37,165.47,2.49,28.89,2.125,2275.8,2234.9,0.3467,0.7032,122.25,43.21,0
2018-08-14,L-03,5.045,4.566,176.02,172.86,-1.34,27.67,2.175,2657.6,2695.7,0.3369,0.3809,126.23,46.63,0
2018-08-15,L-03,5.173,4.658,172.96,169.48,-0.54,24.41,2.055,1852.7,1820.5,0.3316,0.5543,126.09,43.39,0
2018-08-16,L-03,5.651,5.405,178.9,175.27,0.61,24.49,2.198,2001.8,1994.0,0.3438,0.5817,132.81,42.46,0
2018-08-17,L-03,6.848,6.316,172.81,164.31,-2.16,30.06,1.998,2648.5,2410.3,0.3161,0.5718,126.39,37.92,0
2018-08-18,L-03,5.186,4.87,173.29,168.49,-0.78,31.13,2.014,1938.1,2000.5,0.3888,0.6702,131.59,36.91,0
2018-08-19,L-03,4.828,4.511,170.42,163.35,0.09,26.76,1.82,1775.5,1699.0,0.3446,0.5922,126.95,36.41,0
2018-08-20,L-03,5.323,5.174,177.35,173.98,-4.5,27.33,2.064,2943.7,2867.7,0.3737,0.7198,130.58,43.41,0
2018-08-21,L-03,5.707,5.386,180.09,175.06,-0.71,27.37,1.886,1988.7,1999.2,0.4081,0.4266,144.68,30.38,0
2018-08-22,L-03,5.31,4.799,171.9,168.54,-3.78,26.2,2.22,2241.6,2202.3,0.336,0.7163,125.98,42.55,0
2018-08-23,L-03,4.866,4.564,172.65,168.96,-2.11,33.0,2.295,2242.5,2261.3,0.3571,0.5517,125.38,43.59,0
2018-08-24,L-03,6.476,6.24,178.44,172.89,-1.63,27.17,2.007,2655.3,2630.9,0.3595,0.4981,129.87,43.02,0
2018-08-25,L-03,6.231,6.135,174.68,170.72,-5.66,30.52,2.081,2285.6,2305.1,0.3249,0.6898,127.91,42.81,0
2018-08-26,L-03,5.487,5.58,175.6,171.69,-2.33,22.95,2.111,2374.1,2364.8,0.367,0.7282,131.78,39.9,0
2018-08-27,L-03,7.313,6.982,176.65,169.04,-4.61,30.72,2.015,2491.6,2439.3,0.3772,0.7153,127.85,41.2,0
2018-08-28,L-03,8.301,7.862,173.91,166.66,-4.73,32.67,2.141,2479.9,2573.8,0.3415,0.6409,124.31,42.34,0
2018-08-29,L-03,6.648,6.828,173.43,165.92,-2.02,28.73,2.083,2498.9,2494.1,0.3589,0.6724,127.46,38.46,0
2018-08-30,L-03,4.091,3.82,171.44,165.43,-0.04,29.63,1.964,5614.374288000442,2683.7,0.3525,0.716,126.14,39.29,0
2018-08-31,L-03,5.749,5.93,171.06,166.46,-0.66,30.21,2.141,2070.6,2006.4,0.346,0.6079,120.38,46.08,0
2018-09-01,L-03,5.084,4.834,167.97,163.37,-3.67,29.26,2.152,2026.4,2011.1,0.3706,0.5631,127.68,35.69,0
2018-09-02,L-03,5.616,4.878,175.09,172.15,-4.72,27.64,1.895,2155.5,2148.8,0.3362,0.6759,132.16,39.98,0
2018-09-03,L-03,4.427,4.326,175.06,167.55,-2.91,26.22,2.099,2062.8,1976.7,0.3425,0.6354,129.37,38.19,0
2018-09-04,L-03,5.63,5.609,176.09,170.29,-1.07,29.72,2.057,2472.5,2504.1,0.3219,0.5529,128.14,42.16,0
2018-09-05,L-03,7.318,6.913,177.53,172.09,-1.79,25.3,2.128,1705.9,1650.5,0.3405,0.6073,131.17,40.92,0
2018-09-06,L-03,5.525,5.283,175.2,172.22,-4.82,29.53,2.233,2625.6,2627.3,0.3693,0.6848,126.76,45.47,0
2018-09-07,L-03,6.556,6.404,169.5,166.75,-3.76,25.73,2.217,2369.0,2335.5,0.3477,0.6618,127.88,38.86,0
2018-09-08,L-03,6.161,6.007,171.93,164.31,-4.51,25.51,2.203,1818.5,1797.8,0.3377,0.7007,128.58,35.73,0
2018-09-09,L-03,6.165,6.325,170.85,167.56,-8.57,23.39,2.115,2211.1,2314.2,0.3125,0.6999,123.5,44.06,0
2018-09-10,L-03,3.531,3.674,170.92,166.76,-0.96,26.86,2.074,2337.3,2304.1,0.3193,0.511,128.13,38.63,0
2018-09-11,L-03,6.011,5.978,176.24,172.0,-2.11,30.39,1.895,2461.7,2450.3,0.3228,0.6132,127.77,44.23,0
2018-09-12,L-03,6.362,6.443,174.47,167.32,-0.27,29.47,2.181,2216.7,2216.5,0.351,0.4741,138.05,29.27,0
2018-09-13,L-03,7.07,6.877,171.11,167.86,-0.62,26.98,2.196,2209.7,2294.5,0.386,0.5922,122.99,44.87,0
2018-09-14,L-03,4.304,4.332,176.75,170.16,-3.08,26.07,1.933,2213.9,2241.4,0.3624,0.5297,133.84,36.33,0
2018-09-15,L-03,7.174,7.12,173.45,167.77,-1.44,31.72,2.146,2544.7,2557.7,0.3474,0.6996,124.96,42.8,0
2018-09-16,L-03,5.433,5.192,171.56,163.5,-4.05,23.11,2.203,2732.5,2843.3,0.3656,0.618,121.53,41.97,0
2018-09-17,L-03,5.79,5.598,175.58,167.43,-2.95,27.95,2.012,2310.8,2345.7,0.3395,0.6041,130.29,37.14,0
2018-09-18,L-03,6.697,6.481,178.93,171.42,-4.71,25.51,2.18,2081.1,2179.7,0.2936,0.6372,134.18,37.23,0
2018-09-19,L-03,,6.291,171.88,168.41,-3.67,28.35,1.984,2328.0,2270.4,0.3645,0.6787,123.18,45.23,0
2018-09-20,L-03,4.511,4.012,170.8,166.91,-2.55,28.3,2.054,2761.6,2794.9,0.3681,0.5882,120.23,46.68,0
2018-09-21,L-03,5.622,5.727,175.64,172.18,-2.48,30.19,1.983,2250.6,2236.9,0.3268,0.5543,131.35,40.83,0
2018-09-22,L-03,4.603,4.729,174.68,171.21,-8.42,30.71,2.181,2063.3,2074.3,0.352,0.5804,132.37,38.83,0
2018-09-23,L-03,5.937,5.741,172.55,167.41,-2.14,23.65,2.181,2678.3,2597.3,0.3712,0.52,125.67,41.74,0
2018-09-24,L-03,5.256,5.044,171.92,164.28,-6.29,26.3,2.047,2312.6,2238.1,0.3223,0.6539,122.96,41.32,0
2018-09-25,L-03,4.239,3.965,174.55,166.75,-4.96,28.19,1.975,2277.0,2221.4,0.3744,0.6867,129.16,37.59,0
2018-09-26,L-03,5.017,4.605,169.95,164.88,-7.44,30.45,2.364,1816.9,1886.5,0.3676,0.7151,130.47,34.41,0
2018-09-27,L-03,6.286,5.988,172.58,166.6,-5.25,29.31,2.108,2268.0,2284.5,0.3754,0.5502,132.04,34.56,0
2018-09-28,L-03,6.405,5.653,171.58,164.27,-1.18,25.26,2.095,2463.2,2529.0,0.3911,0.6972,123.0,41.27,0
2018-09-29,L-03,4.46,4.613,170.8,168.01,-3.23,28.48,2.021,2128.7,2157.4,0.3331,0.6083,128.81,39.2,0
2018-09-30,L-03,5.221,5.009,174.88,172.41,-3.71,29.84,2.002,2149.4,2123.5,0.3666,0.7168,129.31,43.1,0
2018-10-01,L-03,5.747,5.809,180.49,172.92,-0.12,26.0,2.154,1681.7,1777.0,0.225,0.6328,140.99,31.92,0
2018-10-02,L-03,6.193,5.987,168.58,163.74,-5.41,26.37,2.135,1664.5,1612.5,0.2378,0.5745,131.8,31.94,0
2018-10-03,L-03,6.193,6.247,177.03,171.61,-3.52,26.74,2.048,1701.0,1717.8,0.2884,0.7435,134.44,37.18,0
2018-10-04,L-03,5.974,5.718,174.34,166.46,-1.61,26.42,2.183,1997.1,2136.7,0.2651,0.5791,132.96,33.5,0
2018-10-05,L-03,6.203,5.974,160.2,157.12,-2.15,27.51,2.079,1563.9,1568.1,0.2375,0.7633,119.86,37.26,0
2018-10-06,L-03,5.971,5.396,172.74,168.94,-2.66,27.97,2.164,1516.3,1456.2,0.232,0.7101,141.87,27.06,0
2018-10-07,L-03,6.168,6.071,186.02,182.12,-1.7,27.97,2.139,1510.7,1444.7,0.2497,0.523,148.73,33.39,0
2018-10-08,L-03,7.052,6.871,166.85,161.21,-2.13,29.03,2.085,1612.6,1435.3,0.2347,0.5025,125.72,35.49,0
2018-10-09,L-03,7.197,6.701,178.18,170.58,-2.61,27.24,2.175,1442.1,1542.9,0.2145,0.5421,139.57,31.01,0
2018-10-10,L-03,5.883,5.531,175.51,169.61,-6.3,25.67,2.21,1624.8,1619.1,0.2475,0.5137,133.05,36.56,0
2018-10-11,L-03,4.681,4.658,170.89,163.28,-3.71,25.89,2.202,1794.7,1801.1,0.2238,0.7077,125.97,37.31,0
2018-10-12,L-03,6.791,6.648,175.8,170.17,-1.67,29.12,1.954,1854.0,1865.1,0.2393,0.7913,134.69,35.48,0
2018-10-13,L-03,3.822,3.46,175.56,168.9,-5.15,26.29,2.209,1462.6,1434.8,0.2851,0.5767,135.57,33.32,0
2018-10-14,L-03,6.312,5.982,173.87,169.33,-5.11,28.87,2.15,1584.5,1593.4,0.2407,0.5342,133.61,35.72,0
2018-10-15,L-03,6.145,6.158,173.01,166.02,-3.56,29.07,2.162,1764.3,1850.5,0.2209,0.6447,122.77,43.25,0
2018-10-16,L-03,6.115,5.798,172.74,167.15,-1.5,30.34,1.889,1550.9,1544.6,0.2632,0.6859,135.45,31.69,0
2018-10-17,L-03,6.185,6.144,175.18,170.96,-5.23,25.94,1.954,1868.0,1915.4,0.2528,0.7523,125.63,45.33,0
2018-10-18,L-03,4.782,4.339,175.97,174.36,-4.98,26.13,2.076,1625.7,1700.2,0.2702,0.6162,137.61,36.75,0
2018-10-19,L-03,5.079,4.909,177.6,175.65,-7.19,29.94,1.919,1339.9,1341.1,0.25,0.774,142.65,33.0,0
